WONumber,BuildingNum,AptNum,JobStatus,Category,CallDate,StartDate,SchedDate,BatchID,BatchDate,CompleteDate,Employee,BriefDesc,Quantity,Code,FullDesc,UnitPrice,PayAmt,woBatchOccuredDate,PostedMonth
481545,3514,"BOILER","Work Completed","APH-Boiler","2023-11-21 10:21:47",,"2023-11-21 10:21:00",1600031232,"2024-03-08 12:53:11",,,"3514 - BOILER WATER METER          ",1,"aph_boiler      ","APH BOILER SERVICES",1355,1355,"2024-02-29 00:00:00","2024-02"
485351,1004,"3A","Work Completed","APH-Boiler","2024-01-19 10:14:10",,"2024-03-07 14:09:00",1600031232,"2024-03-08 12:53:11","2024-02-19 10:14:00",,"1004-3A-THERMOSTAT                 ",1,"aph_boiler      ","APH BOILER SERVICES",320,320,"2024-02-29 00:00:00","2024-02"
485351,1004,"3A","Work Completed","APH-Boiler","2024-01-19 10:14:10",,"2024-03-07 14:09:00",1600031232,"2024-03-08 12:53:11","2024-02-19 10:14:00",,"1004-3A-THERMOSTAT                 ",0,,":Tax Amount",0,0,"2024-02-29 00:00:00","2024-02"
486762,3531,"BOILER","Work Completed","APH-Boiler","2024-02-08 09:45:13",,"2024-03-05 14:30:08",1600031232,"2024-03-08 12:53:11","2024-02-08 14:25:00",,"3531-boiler-not maintining temp    ",1,"40-07150        ","Thermometer, Digital",90,90,"2024-02-29 00:00:00","2024-02"
487147,3531,"BOILER","Work Completed","APH-Boiler","2024-02-13 10:56:19",,,1600031232,"2024-03-08 12:53:11",,,"3531-boiler leaking-2-11-24        ",1,"aph_boiler      ","APH BOILER SERVICES",420,420,"2024-02-29 00:00:00","2024-02"
487147,3531,"BOILER","Work Completed","APH-Boiler","2024-02-13 10:56:19",,,1600031232,"2024-03-08 12:53:11",,,"3531-boiler leaking-2-11-24        ",2,,"BOILER PLUGS",30,60,"2024-02-29 00:00:00","2024-02"
487742,3513,"BOILER","Work Completed","APH-Boiler","2024-02-22 07:32:23",,"2024-02-22 07:32:00",1600031232,"2024-03-08 12:53:11","2024-02-22 14:14:00",,"3513 - BNO                         ",1,"aph_boiler      ","APH BOILER SERVICES",275,275,"2024-02-29 00:00:00","2024-02"
487510,1096,"BOILER","Work Completed","APH-Boiler","2024-02-20 10:13:14",,"2024-02-20 10:13:00",1600031232,"2024-03-08 12:53:11","2024-02-22 14:24:00",,"1096-BOILER-GAUGES                 ",1,"aph_boiler      ","APH BOILER SERVICES",1336.83,1336.83,"2024-02-29 00:00:00","2024-02"
488910,1055,"4-BLDG","Work Completed","AFP","2024-03-07 12:09:08",,"2024-03-07 12:10:00",1600031233,"2024-03-08 12:53:57","2024-02-29 12:09:00",,"LL 152 GAS INSPECTION              ",1,"afp             ","AFP SERVICES",1450,1450,"2024-02-29 00:00:00","2024-02"
488911,1055,"5-BLDG","Work Completed","AFP","2024-03-07 12:13:15",,"2024-03-07 12:14:00",1600031233,"2024-03-08 12:53:57","2024-02-29 12:13:00",,"LL 152 GAS INSPECTION              ",1,"afp             ","AFP SERVICES",1450,1450,"2024-02-29 00:00:00","2024-02"
488527,1860,"1860BLDG","Work Completed","AFP","2024-03-01 13:08:00",,"2024-03-05 09:44:00",1600031233,"2024-03-08 12:53:57","2024-02-26 13:08:00",,"LL152 GAS INSPECTION               ",0,,":Tax Amount",0,0,"2024-02-29 00:00:00","2024-02"
488668,1056,"BLDG","Work Completed","AFP","2024-03-05 09:38:40",,"2024-03-07 11:55:00",1600031233,"2024-03-08 12:53:57","2024-02-29 11:55:00",,"LL 152 GAS INSPECTION              ",0,,":Tax Amount",0,0,"2024-02-29 00:00:00","2024-02"
485116,1063,"1G","Work Completed","","2024-01-17 10:56:01",,"2024-02-14 12:21:00",1600031234,"2024-03-08 12:54:50","2024-02-14 10:57:00",,"1063-1G-INSTALL DOORS              ",2,,"36X84",0,0,"2024-02-29 00:00:00","2024-02"
485116,1063,"1G","Work Completed","","2024-01-17 10:56:01",,"2024-02-14 12:21:00",1600031234,"2024-03-08 12:54:50","2024-02-14 10:57:00",,"1063-1G-INSTALL DOORS              ",2,990             ,"FURNISH & INSTALL ANY SIZE SLAB DOOR IN ANY ROOM",330,660,"2024-02-29 00:00:00","2024-02"
485199,3555,"BLDG","Work Completed","Supplies","2024-01-18 09:32:32",,"2024-01-18 09:32:00",1600031272,"2024-03-19 14:13:34","2024-01-19 16:59:00",,"3555-BLDG-SUPPLIES                 ",1,"del             ","DELIVERY CHARGE",30,30,"2024-02-29 00:00:00","2024-02"
485199,3555,"BLDG","Work Completed","Supplies","2024-01-18 09:32:32",,"2024-01-18 09:32:00",1600031272,"2024-03-19 14:13:34","2024-01-19 16:59:00",,"3555-BLDG-SUPPLIES                 ",10,"40-04175        ","Calcium Chloride Pellets 50lbs",24.25,242.5,"2024-02-29 00:00:00","2024-02"
484273,5034,"BLDG","Work Completed","Supplies","2024-01-04 12:07:18",,"2024-01-04 12:07:00",1600031272,"2024-03-19 14:13:34","2024-03-04 15:49:00",,"5034-BLDG-PAINT                    ",1,,"5 GAL PAINT FOR ROOF",325,325,"2024-02-29 00:00:00","2024-02"
486257,3533,"1G","Work Completed","APH-Plumbing","2024-02-01 10:35:36",,"2024-02-01 10:35:00",1600031273,"2024-03-19 14:14:35","2024-03-08 19:28:00",,"3533-1G-PLUMBING                   ",1,"aph_plumbing    ","APH PLUMBING SERVICES",1800,1800,"2024-02-29 00:00:00","2024-02"
486257,3533,"1G","Work Completed","APH-Plumbing","2024-02-01 10:35:36",,"2024-02-01 10:35:00",1600031273,"2024-03-19 14:14:35","2024-03-08 19:28:00",,"3533-1G-PLUMBING                   ",1,"35-00060        ","DELTA SINGLE LEVER KITCHEN FAUCET #100-DST",140,140,"2024-02-29 00:00:00","2024-02"
482898,1059,"BOILER","Work Completed","APH-Boiler","2023-12-11 11:38:32",,"2024-03-08 18:14:43",1600031274,"2024-03-19 14:15:36","2024-02-02 18:14:00",,"1059-BOILER CLEANING/OVERHAUL      ",4,"35-00290        ","Spray Cans",18,72,"2024-02-29 00:00:00","2024-02"
482898,1059,"BOILER","Work Completed","APH-Boiler","2023-12-11 11:38:32",,"2024-03-08 18:14:43",1600031274,"2024-03-19 14:15:36","2024-02-02 18:14:00",,"1059-BOILER CLEANING/OVERHAUL      ",0.5,"35-00310        ","Roll 2"" Flat Gasket",120,60,"2024-02-29 00:00:00","2024-02"
486237,1061,"1-2D","Work Completed","Repairs","2024-02-01 08:54:34",,"2024-03-08 11:11:00",1600031345,"2024-04-03 12:36:38","2024-03-08 16:36:00",,"1061 - 1-2D - LR wall repair       ",1,955             ,"Scrape, plaster, paint the complete living room wall",90,90,"2024-03-31 00:00:00","2024-03"
486374,1061,"1-4D","Work Completed","Repairs","2024-02-02 12:04:00",,"2024-03-04 13:46:00",1600031345,"2024-04-03 12:36:38","2024-03-04 16:07:00",,"1061 - 1-4D - Post-Plbg repairs    ",16,945             ,"SQFT    Repair the wall in living room with sheetrock",5.75,92,"2024-03-31 00:00:00","2024-03"
486374,1061,"1-4D","Work Completed","Repairs","2024-02-02 12:04:00",,"2024-03-04 13:46:00",1600031345,"2024-04-03 12:36:38","2024-03-04 16:07:00",,"1061 - 1-4D - Post-Plbg repairs    ",6,260             ,"SQFT    Repair the bathroom wall with sheetrock",5.75,34.5,"2024-03-31 00:00:00","2024-03"
486374,1061,"1-4D","Work Completed","Repairs","2024-02-02 12:04:00",,"2024-03-04 13:46:00",1600031345,"2024-04-03 12:36:38","2024-03-04 16:07:00",,"1061 - 1-4D - Post-Plbg repairs    ",1,280             ,"Scrape, plaster, paint the complete bathroom",180,180,"2024-03-31 00:00:00","2024-03"
486374,1061,"1-4D","Work Completed","Repairs","2024-02-02 12:04:00",,"2024-03-04 13:46:00",1600031345,"2024-04-03 12:36:38","2024-03-04 16:07:00",,"1061 - 1-4D - Post-Plbg repairs    ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,"2024-03-31 00:00:00","2024-03"
486374,1061,"1-4D","Work Completed","Repairs","2024-02-02 12:04:00",,"2024-03-04 13:46:00",1600031345,"2024-04-03 12:36:38","2024-03-04 16:07:00",,"1061 - 1-4D - Post-Plbg repairs    ",1,955             ,"Scrape, plaster, paint the complete living room wall",90,90,"2024-03-31 00:00:00","2024-03"
487655,1011,"3C","Work Completed","Repairs","2024-02-21 10:21:32",,"2024-03-19 10:21:00",1600031345,"2024-04-03 12:36:38","2024-03-19 12:15:00",,"1011-3C-3 YEAR PAINT               ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,"2024-03-31 00:00:00","2024-03"
488038,1090,"4A","Work Completed","Repairs","2024-02-26 10:22:42",,"2024-03-04 09:30:00",1600031345,"2024-04-03 12:36:38","2024-03-04 16:53:00",,"1090-4A-POST PLUMBING              ",13,925             ,"SQFT    Repair the ceiling in living room with sheetrock",5.75,74.75,"2024-03-31 00:00:00","2024-03"
488038,1090,"4A","Work Completed","Repairs","2024-02-26 10:22:42",,"2024-03-04 09:30:00",1600031345,"2024-04-03 12:36:38","2024-03-04 16:53:00",,"1090-4A-POST PLUMBING              ",12,945             ,"SQFT    Repair the wall in living room with sheetrock",5.75,69,"2024-03-31 00:00:00","2024-03"
488038,1090,"4A","Work Completed","Repairs","2024-02-26 10:22:42",,"2024-03-04 09:30:00",1600031345,"2024-04-03 12:36:38","2024-03-04 16:53:00",,"1090-4A-POST PLUMBING              ",1,935             ,"Scrape, plaster, paint the complete living room ceiling",150,150,"2024-03-31 00:00:00","2024-03"
486237,1061,"1-2D","Work Completed","Repairs","2024-02-01 08:54:34",,"2024-03-08 11:11:00",1600031345,"2024-04-03 12:36:38","2024-03-08 16:36:00",,"1061 - 1-2D - LR wall repair       ",15,945             ,"SQFT    Repair the wall in living room with sheetrock",5.75,86.25,"2024-03-31 00:00:00","2024-03"
489063,1831,"1834-4D","Work Completed","Repairs","2024-03-11 10:41:15",,"2024-03-15 12:41:00",1600031345,"2024-04-03 12:36:38","2024-03-15 10:14:00",,"1834-4Dcourt stipulation-          ",6,315             ,"SQFT    Install a new floor in bedroom #1 using PRE-FINISHED oak flooring.",21.45,128.7,"2024-03-31 00:00:00","2024-03"
489063,1831,"1834-4D","Work Completed","Repairs","2024-03-11 10:41:15",,"2024-03-15 12:41:00",1600031345,"2024-04-03 12:36:38","2024-03-15 10:14:00",,"1834-4Dcourt stipulation-          ",8,720             ,"SQFT    Install new #2 PRE-FINISHED oak flooring in the bathroom hallway",21.45,171.6,"2024-03-31 00:00:00","2024-03"
489063,1831,"1834-4D","Work Completed","Repairs","2024-03-11 10:41:15",,"2024-03-15 12:41:00",1600031345,"2024-04-03 12:36:38","2024-03-15 10:14:00",,"1834-4Dcourt stipulation-          ",1,390             ,"Install a new 32""x80"" prehung door to the entrance of bedroom #1 complete w/ a privacy lock.",425,425,"2024-03-31 00:00:00","2024-03"
489063,1831,"1834-4D","Work Completed","Repairs","2024-03-11 10:41:15",,"2024-03-15 12:41:00",1600031345,"2024-04-03 12:36:38","2024-03-15 10:14:00",,"1834-4Dcourt stipulation-          ",6,300             ,"SQFT   Demo the bedroom #1 floor",3.65,21.9,"2024-03-31 00:00:00","2024-03"
489063,1831,"1834-4D","Work Completed","Repairs","2024-03-11 10:41:15",,"2024-03-15 12:41:00",1600031345,"2024-04-03 12:36:38","2024-03-15 10:14:00",,"1834-4Dcourt stipulation-          ",8,600             ,"SQFT    Demo the entrance hallway floor",3.65,29.2,"2024-03-31 00:00:00","2024-03"
487648,3520,"4A","Work Completed","Repairs","2024-02-21 10:06:02",,"2024-03-07 12:03:00",1600031345,"2024-04-03 12:36:38","2024-03-07 16:40:00",,"3520-4A-post leak repairs-2-18-24  ",1,245             ,"Scrape, plaster ,paint the complete bathroom ceiling",135,135,"2024-03-31 00:00:00","2024-03"
489087,1021,"1-0E","Work Completed","Supplies","2024-03-11 12:48:35",,"2024-03-11 12:48:00",1600031346,"2024-04-03 12:37:34","2024-03-12 16:41:00",,"1021-1-0E-Vanity Combo Supply      ",1,"del             ","DELIVERY CHARGE",30,30,"2024-03-31 00:00:00","2024-03"
489205,3532,"BLDG","Work Completed","Supplies","2024-03-12 11:53:54",,"2024-03-12 11:53:00",1600031346,"2024-04-03 12:37:34","2024-03-13 16:53:00",,"3532-bldg-supplies                 ",10,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,375,"2024-03-31 00:00:00","2024-03"
489205,3532,"BLDG","Work Completed","Supplies","2024-03-12 11:53:54",,"2024-03-12 11:53:00",1600031346,"2024-04-03 12:37:34","2024-03-13 16:53:00",,"3532-bldg-supplies                 ",6,"40-03850        ","Bleach, 1 gallon",5.94,35.64,"2024-03-31 00:00:00","2024-03"
489205,3532,"BLDG","Work Completed","Supplies","2024-03-12 11:53:54",,"2024-03-12 11:53:00",1600031346,"2024-04-03 12:37:34","2024-03-13 16:53:00",,"3532-bldg-supplies                 ",12,"40-06125        ","Paper Towels 1 Roll",1.83,21.96,"2024-03-31 00:00:00","2024-03"
489205,3532,"BLDG","Work Completed","Supplies","2024-03-12 11:53:54",,"2024-03-12 11:53:00",1600031346,"2024-04-03 12:37:34","2024-03-13 16:53:00",,"3532-bldg-supplies                 ",1,"40-04650        ","Floor Stripper, 5 gallon",66,66,"2024-03-31 00:00:00","2024-03"
489205,3532,"BLDG","Work Completed","Supplies","2024-03-12 11:53:54",,"2024-03-12 11:53:00",1600031346,"2024-04-03 12:37:34","2024-03-13 16:53:00",,"3532-bldg-supplies                 ",1,"40-04551        ","Deodorant, lavender (5 gallon containers)",43.9,43.9,"2024-03-31 00:00:00","2024-03"
489205,3532,"BLDG","Work Completed","Supplies","2024-03-12 11:53:54",,"2024-03-12 11:53:00",1600031346,"2024-04-03 12:37:34","2024-03-13 16:53:00",,"3532-bldg-supplies                 ",1,"del             ","DELIVERY CHARGE",30,30,"2024-03-31 00:00:00","2024-03"
489087,1021,"1-0E","Work Completed","Supplies","2024-03-11 12:48:35",,"2024-03-11 12:48:00",1600031346,"2024-04-03 12:37:34","2024-03-12 16:41:00",,"1021-1-0E-Vanity Combo Supply      ",1,"40-05900        ","Mop, Head 24 oz",4.6,4.6,"2024-03-31 00:00:00","2024-03"
489087,1021,"1-0E","Work Completed","Supplies","2024-03-11 12:48:35",,"2024-03-11 12:48:00",1600031346,"2024-04-03 12:37:34","2024-03-12 16:41:00",,"1021-1-0E-Vanity Combo Supply      ",1,"40-06000        ","Mop,Sticks",13.93,13.93,"2024-03-31 00:00:00","2024-03"
488797,3540,"4E","Work Completed","Supplies","2024-03-06 09:57:44",,"2024-03-06 09:57:00",1600031346,"2024-04-03 12:37:34","2024-03-08 16:19:00",,"3540-4E-P TRAP                     ",1,"35-01100        ","P Trap, CP tube and traps 1 1/2",27.93,27.93,"2024-03-31 00:00:00","2024-03"
488969,3540,"BLDG","Work Completed","Supplies","2024-03-08 10:39:17",,"2024-03-08 10:39:00",1600031346,"2024-04-03 12:37:34","2024-03-11 16:32:00",,"3540-BLDG-SUPPLIES (MARCH2024)     ",5,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,187.5,"2024-03-31 00:00:00","2024-03"
488969,3540,"BLDG","Work Completed","Supplies","2024-03-08 10:39:17",,"2024-03-08 10:39:00",1600031346,"2024-04-03 12:37:34","2024-03-11 16:32:00",,"3540-BLDG-SUPPLIES (MARCH2024)     ",2,"40-04855        ","Gloves, Woven Jersey Glove w/ Rubber Palm",3,6,"2024-03-31 00:00:00","2024-03"
488969,3540,"BLDG","Work Completed","Supplies","2024-03-08 10:39:17",,"2024-03-08 10:39:00",1600031346,"2024-04-03 12:37:34","2024-03-11 16:32:00",,"3540-BLDG-SUPPLIES (MARCH2024)     ",6,"40-03850        ","Bleach, 1 gallon",5.94,35.64,"2024-03-31 00:00:00","2024-03"
488969,3540,"BLDG","Work Completed","Supplies","2024-03-08 10:39:17",,"2024-03-08 10:39:00",1600031346,"2024-04-03 12:37:34","2024-03-11 16:32:00",,"3540-BLDG-SUPPLIES (MARCH2024)     ",12,"40-06125        ","Paper Towels 1 Roll",1.83,21.96,"2024-03-31 00:00:00","2024-03"
488416,5037,"1-54","Work Completed","Supplies","2024-02-29 15:01:26",,"2024-02-29 15:01:00",1600031346,"2024-04-03 12:37:34","2024-03-01 16:53:00",,"5037-54-KITCHEN FAUCET             ",1,"35-00060        ","DELTA SINGLE LEVER KITCHEN FAUCET #100-DST",140,140,"2024-03-31 00:00:00","2024-03"
488416,5037,"1-54","Work Completed","Supplies","2024-02-29 15:01:26",,"2024-02-29 15:01:00",1600031346,"2024-04-03 12:37:34","2024-03-01 16:53:00",,"5037-54-KITCHEN FAUCET             ",1,"del             ","DELIVERY CHARGE",30,30,"2024-03-31 00:00:00","2024-03"
488969,3540,"BLDG","Work Completed","Supplies","2024-03-08 10:39:17",,"2024-03-08 10:39:00",1600031346,"2024-04-03 12:37:34","2024-03-11 16:32:00",,"3540-BLDG-SUPPLIES (MARCH2024)     ",1,"40-04552        ","Deodorant, rain forest (5 gallon containers)",43.9,43.9,"2024-03-31 00:00:00","2024-03"
488969,3540,"BLDG","Work Completed","Supplies","2024-03-08 10:39:17",,"2024-03-08 10:39:00",1600031346,"2024-04-03 12:37:34","2024-03-11 16:32:00",,"3540-BLDG-SUPPLIES (MARCH2024)     ",4,"40-04555        ","Deodorant, Xtreme Mint (Pest Control) 1 QT",14.9,59.6,"2024-03-31 00:00:00","2024-03"
488984,1051,"BLDG","Work Completed","Supplies","2024-03-08 11:59:26",,"2024-03-14 16:34:00",1600031346,"2024-04-03 12:37:34","2024-03-11 16:33:00",,"1051 - Bldg - supplies 3-8-24      ",4,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,150,"2024-03-31 00:00:00","2024-03"
488984,1051,"BLDG","Work Completed","Supplies","2024-03-08 11:59:26",,"2024-03-14 16:34:00",1600031346,"2024-04-03 12:37:34","2024-03-11 16:33:00",,"1051 - Bldg - supplies 3-8-24      ",4,"40-03850        ","Bleach, 1 gallon",5.94,23.76,"2024-03-31 00:00:00","2024-03"
489208,1881,"BLDG","Work Completed","Supplies","2024-03-12 12:00:08",,"2024-03-12 12:00:00",1600031346,"2024-04-03 12:37:34","2024-03-14 09:01:00",,"1881-BLDG-SUPPLIES                 ",2,"40-05900        ","Mop, Head 24 oz",4.6,9.2,"2024-03-31 00:00:00","2024-03"
489208,1881,"BLDG","Work Completed","Supplies","2024-03-12 12:00:08",,"2024-03-12 12:00:00",1600031346,"2024-04-03 12:37:34","2024-03-14 09:01:00",,"1881-BLDG-SUPPLIES                 ",1,"30-00100        ","Compound, joint 5 gallon",29.69,29.69,"2024-03-31 00:00:00","2024-03"
489208,1881,"BLDG","Work Completed","Supplies","2024-03-12 12:00:08",,"2024-03-12 12:00:00",1600031346,"2024-04-03 12:37:34","2024-03-14 09:01:00",,"1881-BLDG-SUPPLIES                 ",12,"40-06125        ","Paper Towels 1 Roll",1.83,21.96,"2024-03-31 00:00:00","2024-03"
489208,1881,"BLDG","Work Completed","Supplies","2024-03-12 12:00:08",,"2024-03-12 12:00:00",1600031346,"2024-04-03 12:37:34","2024-03-14 09:01:00",,"1881-BLDG-SUPPLIES                 ",4,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,150,"2024-03-31 00:00:00","2024-03"
489208,1881,"BLDG","Work Completed","Supplies","2024-03-12 12:00:08",,"2024-03-12 12:00:00",1600031346,"2024-04-03 12:37:34","2024-03-14 09:01:00",,"1881-BLDG-SUPPLIES                 ",6,"40-03850        ","Bleach, 1 gallon",5.94,35.64,"2024-03-31 00:00:00","2024-03"
489208,1881,"BLDG","Work Completed","Supplies","2024-03-12 12:00:08",,"2024-03-12 12:00:00",1600031346,"2024-04-03 12:37:34","2024-03-14 09:01:00",,"1881-BLDG-SUPPLIES                 ",1,"40-04000        ","Broom, Angle",11,11,"2024-03-31 00:00:00","2024-03"
489208,1881,"BLDG","Work Completed","Supplies","2024-03-12 12:00:08",,"2024-03-12 12:00:00",1600031346,"2024-04-03 12:37:34","2024-03-14 09:01:00",,"1881-BLDG-SUPPLIES                 ",2,"40-06900        ","Tape, Duct",5.4,10.8,"2024-03-31 00:00:00","2024-03"
489208,1881,"BLDG","Work Completed","Supplies","2024-03-12 12:00:08",,"2024-03-12 12:00:00",1600031346,"2024-04-03 12:37:34","2024-03-14 09:01:00",,"1881-BLDG-SUPPLIES                 ",2,"40-04551        ","Deodorant, lavender (5 gallon containers)",43.9,87.8,"2024-03-31 00:00:00","2024-03"
489208,1881,"BLDG","Work Completed","Supplies","2024-03-12 12:00:08",,"2024-03-12 12:00:00",1600031346,"2024-04-03 12:37:34","2024-03-14 09:01:00",,"1881-BLDG-SUPPLIES                 ",1,"del             ","DELIVERY CHARGE",30,30,"2024-03-31 00:00:00","2024-03"
488822,1860,"1860BLDG","Work Completed","Supplies","2024-03-06 11:29:30",,"2024-03-06 11:29:00",1600031346,"2024-04-03 12:37:34","2024-03-08 16:21:00",,"1860-BLDG-SUPPLIES 3-6-24          ",10,"35-01087        ","Pipe Elbow 90, 24",13.5,135,"2024-03-31 00:00:00","2024-03"
488998,1053,"BLDG","Work Completed","Supplies","2024-03-08 12:34:07",,"2024-03-14 16:35:00",1600031346,"2024-04-03 12:37:34","2024-03-11 16:35:00",,"1053 - Bldg - supplies 3-8-24      ",4,"10-01800        ","Lock, Passage",10.25,41,"2024-03-31 00:00:00","2024-03"
488998,1053,"BLDG","Work Completed","Supplies","2024-03-08 12:34:07",,"2024-03-14 16:35:00",1600031346,"2024-04-03 12:37:34","2024-03-11 16:35:00",,"1053 - Bldg - supplies 3-8-24      ",5,"20-00560        ","Duplex Outlets",1.5,7.5,"2024-03-31 00:00:00","2024-03"
488719,3521,"2A","Work Completed","Supplies","2024-03-05 11:36:17",,"2024-03-22 12:39:49",1600031346,"2024-04-03 12:37:34","2024-03-14 12:39:00",,"3521-2A-sink base-countertop       ",1,"05-03000        ","Sink Base 42",426.6,426.6,"2024-03-31 00:00:00","2024-03"
488719,3521,"2A","Work Completed","Supplies","2024-03-05 11:36:17",,"2024-03-22 12:39:49",1600031346,"2024-04-03 12:37:34","2024-03-14 12:39:00",,"3521-2A-sink base-countertop       ",1,"05-01600        ","Countertop 42",245.35,245.35,"2024-03-31 00:00:00","2024-03"
488998,1053,"BLDG","Work Completed","Supplies","2024-03-08 12:34:07",,"2024-03-14 16:35:00",1600031346,"2024-04-03 12:37:34","2024-03-11 16:35:00",,"1053 - Bldg - supplies 3-8-24      ",4,"10-01700        ","Lock< Mortise Set Inside",10.95,43.8,"2024-03-31 00:00:00","2024-03"
489200,2060,"2060-N43","Work Completed","Supplies","2024-03-12 11:32:16",,"2024-03-12 11:32:00",1600031346,"2024-04-03 12:37:34","2024-03-13 16:52:00",,"2060-N43-VACANCY SUPPLIES          ",5,"30-00900        ","Paint, Roller9",3.95,19.75,"2024-03-31 00:00:00","2024-03"
489049,3517,"3A","Work Completed","Supplies","2024-03-11 09:49:23",,"2024-03-14 16:41:00",1600031346,"2024-04-03 12:37:34","2024-03-12 16:40:00",,"3517-3A-vanity hardware            ",1,"35-00700        ","Bathroom Deck Faucet 43-431",58,58,"2024-03-31 00:00:00","2024-03"
489049,3517,"3A","Work Completed","Supplies","2024-03-11 09:49:23",,"2024-03-14 16:41:00",1600031346,"2024-04-03 12:37:34","2024-03-12 16:40:00",,"3517-3A-vanity hardware            ",1,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange",4.2,4.2,"2024-03-31 00:00:00","2024-03"
489049,3517,"3A","Work Completed","Supplies","2024-03-11 09:49:23",,"2024-03-14 16:41:00",1600031346,"2024-04-03 12:37:34","2024-03-12 16:40:00",,"3517-3A-vanity hardware            ",1,"35-01100        ","P Trap, CP tube and traps 1 1/2",27.93,27.93,"2024-03-31 00:00:00","2024-03"
489200,2060,"2060-N43","Work Completed","Supplies","2024-03-12 11:32:16",,"2024-03-12 11:32:00",1600031346,"2024-04-03 12:37:34","2024-03-13 16:52:00",,"2060-N43-VACANCY SUPPLIES          ",3,"40-06400        ","Stainless Steel Cleaner 16oz",4.35,13.05,"2024-03-31 00:00:00","2024-03"
488740,1512,"BLDG","Work Completed","Supplies","2024-03-05 14:34:52",,"2024-03-05 14:34:00",1600031346,"2024-04-03 12:37:34","2024-03-06 16:16:00",,"1512-BLDG-SUPPLIES                 ",1,"40-04551        ","Deodorant, lavender (5 gallon containers)",43.9,43.9,"2024-03-31 00:00:00","2024-03"
488740,1512,"BLDG","Work Completed","Supplies","2024-03-05 14:34:52",,"2024-03-05 14:34:00",1600031346,"2024-04-03 12:37:34","2024-03-06 16:16:00",,"1512-BLDG-SUPPLIES                 ",1,"del             ","DELIVERY CHARGE",30,30,"2024-03-31 00:00:00","2024-03"
488709,1831,"1832-4A","Work Completed","Supplies","2024-03-05 11:10:49",,"2024-03-14 16:10:00",1600031346,"2024-04-03 12:37:34","2024-03-06 16:09:00",,"1832-4A-vacant repair supplies all2",1,"50-00200        ","Grout, Floor (25lb Bags)",33.41,33.41,"2024-03-31 00:00:00","2024-03"
488709,1831,"1832-4A","Work Completed","Supplies","2024-03-05 11:10:49",,"2024-03-14 16:10:00",1600031346,"2024-04-03 12:37:34","2024-03-06 16:09:00",,"1832-4A-vacant repair supplies all2",1,"30-00100        ","Compound, joint 5 gallon",29.69,29.69,"2024-03-31 00:00:00","2024-03"
488709,1831,"1832-4A","Work Completed","Supplies","2024-03-05 11:10:49",,"2024-03-14 16:10:00",1600031346,"2024-04-03 12:37:34","2024-03-06 16:09:00",,"1832-4A-vacant repair supplies all2",5,"30-00900        ","Paint, Roller9",3.95,19.75,"2024-03-31 00:00:00","2024-03"
488170,3555,"BLDG","Work Completed","Supplies","2024-02-27 11:23:09",,"2024-02-27 11:23:00",1600031346,"2024-04-03 12:37:34","2024-03-01 16:48:00",,"3555-BLDG-SUPPLIES                 ",6,"40-00660        ","Bags, Garbage 60 gal 100/CS",39.83,238.98,"2024-03-31 00:00:00","2024-03"
488170,3555,"BLDG","Work Completed","Supplies","2024-02-27 11:23:09",,"2024-02-27 11:23:00",1600031346,"2024-04-03 12:37:34","2024-03-01 16:48:00",,"3555-BLDG-SUPPLIES                 ",1,"del             ","DELIVERY CHARGE",30,30,"2024-03-31 00:00:00","2024-03"
486263,1088,"3Y","Work Completed","Supplies","2024-02-01 10:53:38",,"2024-03-22 13:45:08",1600031346,"2024-04-03 12:37:34","2024-02-20 13:44:00",,"1088/3Y/VAC/CABINETS               ",1,"05-00450        ","Base Cabinet 27",370.3,370.3,"2024-03-31 00:00:00","2024-03"
486263,1088,"3Y","Work Completed","Supplies","2024-02-01 10:53:38",,"2024-03-22 13:45:08",1600031346,"2024-04-03 12:37:34","2024-02-20 13:44:00",,"1088/3Y/VAC/CABINETS               ",2,"05-02555        ","Filler 6x84",210.6,421.2,"2024-03-31 00:00:00","2024-03"
489049,3517,"3A","Work Completed","Supplies","2024-03-11 09:49:23",,"2024-03-14 16:41:00",1600031346,"2024-04-03 12:37:34","2024-03-12 16:40:00",,"3517-3A-vanity hardware            ",2,"35-01500        ","Speedy Conn., flex 20",3.95,7.9,"2024-03-31 00:00:00","2024-03"
489046,3517,"3A","Work Completed","Supplies","2024-03-11 09:42:38",,"2024-03-14 16:40:00",1600031346,"2024-04-03 12:37:34","2024-03-12 16:40:00",,"3517-3A-new vanity                 ",1,"35-02074        ","19 x 17 COMBO SINK/VANITY",269.33,269.33,"2024-03-31 00:00:00","2024-03"
486263,1088,"3Y","Work Completed","Supplies","2024-02-01 10:53:38",,"2024-03-22 13:45:08",1600031346,"2024-04-03 12:37:34","2024-02-20 13:44:00",,"1088/3Y/VAC/CABINETS               ",3,"05-03250        ","Wall Cab 12/30",154.1,462.3,"2024-03-31 00:00:00","2024-03"
