PONumber,WONumber,vendorCode,iQtyOrdered,ExpenseType,dUnitPrice,dTotalCost,dtordereddate,dtReceivedDate,stkcode,sDesc
1379    ,,"lem5",2,"XLegacyX",0.75,1.5,"2004-01-21 00:00:00",,"40-07100        ","Tape, Teflon"
287     ,,"lem5",2,"XLegacyX",0.75,1.5,"2003-11-15 00:00:00",,"40-07100        ","Tape, Teflon"
478     ,,"lem5",4,"XLegacyX",0.75,3,"2003-11-25 00:00:00",,"40-07100        ","Tape, Teflon"
6114    ,,"dom3",120,"XLegacyX",1,120,"2006-05-04 00:00:00",,"40-07100        ","Tape, Teflon"
5142    ,,"dom3",120,"XLegacyX",1,120,"2005-11-08 00:00:00",,"40-07100        ","Tape, Teflon"
354     ,,"lem5",5,"XLegacyX",0.75,3.75,"2003-11-17 00:00:00",,"40-07100        ","Tape, Teflon"
942     ,,"lem5",1,"XLegacyX",0.75,0.75,"2003-12-17 00:00:00",,"40-07100        ","Tape, Teflon"
1479    ,,"lem5",2,"XLegacyX",0.75,1.5,"2004-01-27 00:00:00",,"40-07100        ","Tape, Teflon"
283     ,,"lem5",3,"XLegacyX",0.75,2.25,"2003-11-15 00:00:00",,"40-07100        ","Tape, Teflon"
1221    ,,"lem5",2,"XLegacyX",0.75,1.5,"2004-01-12 00:00:00",,"40-07100        ","Tape, Teflon"
3281    ,,"dom3",60,"XLegacyX",1,60,"2004-11-05 00:00:00",,"40-07100        ","Tape, Teflon"
6872    ,,"dom3",120,"XLegacyX",1,120,"2006-10-03 00:00:00",,"40-07100        ","Tape, Teflon"
4578    ,,"dom3",60,"XLegacyX",1,60,"2005-07-11 00:00:00",,"40-07100        ","Tape, Teflon"
3953    ,,"dom3",60,"XLegacyX",1,60,"2005-03-02 00:00:00",,"40-07100        ","Tape, Teflon"
423     ,,"lem5",5,"XLegacyX",0.75,3.75,"2003-11-24 00:00:00",,"40-07100        ","Tape, Teflon"
1047    ,,"lem5",6,"XLegacyX",0.75,4.5,"2003-12-23 00:00:00",,"40-07100        ","Tape, Teflon"
1480    ,,"lem5",5,"XLegacyX",0.75,3.75,"2004-01-27 00:00:00",,"40-07100        ","Tape, Teflon"
1548    ,,"lem5",2,"XLegacyX",0.75,1.5,"2004-01-30 00:00:00",,"40-07100        ","Tape, Teflon"
1588    ,,"lem5",4,"XLegacyX",0.75,3,"2004-02-03 00:00:00",,"40-07100        ","Tape, Teflon"
1383    ,,"lem5",6,"XLegacyX",0.75,4.5,"2004-01-21 00:00:00",,"40-07100        ","Tape, Teflon"
1500    ,,"lem5",4,"XLegacyX",0.75,3,"2004-01-28 00:00:00",,"40-07100        ","Tape, Teflon"
1550    ,,"lem5",10,"XLegacyX",0.75,7.5,"2004-01-30 00:00:00",,"40-07100        ","Tape, Teflon"
1265    ,,"lem5",2,"XLegacyX",0.75,1.5,"2004-01-14 00:00:00",,"40-07100        ","Tape, Teflon"
1293    ,,"lem5",6,"XLegacyX",0.75,4.5,"2004-01-15 00:00:00",,"40-07100        ","Tape, Teflon"
3464    ,,"dom3",60,"XLegacyX",1,60,"2004-12-08 00:00:00",,"40-07100        ","Tape, Teflon"
4668    ,,"dom3",100,"XLegacyX",1,100,"2005-08-01 00:00:00",,"40-07100        ","Tape, Teflon"
4128    ,,"dom3",60,"XLegacyX",1,60,"2005-04-11 00:00:00",,"40-07100        ","Tape, Teflon"
2678    ,,"dom3",60,"XLegacyX",1,60,"2004-07-23 00:00:00",,"40-07100        ","Tape, Teflon"
1810    ,,"dom3",120,"XLegacyX",0.75,90,"2004-03-03 00:00:00",,"40-07100        ","Tape, Teflon"
144     ,,"lem5",2,"XLegacyX",1,2,"2003-11-10 00:00:00",,"40-07100        ","Tape, Teflon"
124     ,,"lem5",2,"XLegacyX",1,2,"2003-11-07 00:00:00",,"40-07100        ","Tape, Teflon"
51      ,,"lem5",3,"XLegacyX",1,3,"2003-11-03 00:00:00",,"40-07100        ","Tape, Teflon"
467     ,,"lem5",4,"XLegacyX",0.75,3,"2003-11-25 00:00:00",,"40-07100        ","Tape, Teflon"
593     ,,"lem5",10,"XLegacyX",0.75,7.5,"2003-12-05 00:00:00",,"40-07100        ","Tape, Teflon"
1103    ,,"lem5",3,"XLegacyX",0.75,2.25,"2004-01-05 00:00:00",,"40-07100        ","Tape, Teflon"
48700   ,,"uli1",8,"CoOp-Inventory",40,320,"2023-10-05 00:00:00","10/05/2023 00:00:00","40-07128        ","C-FOLD PAPER TOWELS - 2400/case

S-7128"
48700   ,,"uli1",6,"CoOp-Inventory",18,108,"2023-10-05 00:00:00","10/05/2023 00:00:00","40-07132        ","Cleaner, Heavy Duty Hand cleaner citrus 1 gal.

s-17132"
46696   ,,"hea2",3,"Payables",38,114,"2022-12-19 00:00:00","12/28/2022 00:00:00","40-07150        ","Thermometer, Digital"
41827   ,,"all2",1,"Alltype Expense",-26.95,-26.95,"2021-02-11 00:00:00",,"40-07150        ","Thermometer, Digital"
5147    ,,"cen1",60,"XLegacyX",1,60,"2005-11-08 00:00:00",,"40-07150        ","Thermometer, Swing"
4944    ,,"dom3",60,"XLegacyX",1,60,"2005-09-23 00:00:00",,"40-07200        ","Toliet,Seat (white)"
6383    ,,"dom3",60,"XLegacyX",1,60,"2006-06-22 00:00:00",,"40-07200        ","Toliet,Seat (white)"
6661    ,,"dom3",60,"XLegacyX",1,60,"2006-08-28 00:00:00",,"40-07200        ","Toliet,Seat (white)"
531     ,,"lem5",1,"XLegacyX",8.55,8.55,"2003-12-02 00:00:00",,"40-07200        ","Toliet,Seat (white)"
306     ,,"lem5",1,"XLegacyX",8.55,8.55,"2003-11-15 00:00:00",,"40-07200        ","Toliet,Seat (white)"
47448   ,,"hom2",1,"Maintenance-Inventory",7.88,7.88,"2023-03-24 00:00:00","03/29/2023 00:00:00","40-07200        ","Toilet,Seat (white)"
5142    ,,"dom3",60,"XLegacyX",1,60,"2005-11-08 00:00:00",,"40-07200        ","Toliet,Seat (white)"
5861    ,,"dom3",60,"XLegacyX",1,60,"2006-03-24 00:00:00",,"40-07200        ","Toliet,Seat (white)"
462     ,,"lem5",1,"XLegacyX",8.55,8.55,"2003-11-25 00:00:00",,"40-07200        ","Toliet,Seat (white)"
79      ,,"lem5",1,"XLegacyX",1,1,"2003-11-05 00:00:00",,"40-07200        ","Toliet,Seat (white)"
77      ,,"lem5",2,"XLegacyX",1,2,"2003-11-05 00:00:00",,"40-07200        ","Toliet,Seat (white)"
73      ,,"lem5",1,"XLegacyX",1,1,"2003-11-05 00:00:00",,"40-07200        ","Toliet,Seat (white)"
75      ,,"lem5",1,"XLegacyX",1,1,"2003-11-05 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1590    ,,"lem5",1,"XLegacyX",8.55,8.55,"2004-02-04 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1483    ,,"lem5",6,"XLegacyX",8.55,51.3,"2004-01-27 00:00:00",,"40-07200        ","Toliet,Seat (white)"
159     ,,"lem5",1,"XLegacyX",1,1,"2003-11-10 00:00:00",,"40-07200        ","Toliet,Seat (white)"
166     ,,"lem5",1,"XLegacyX",1,1,"2003-11-11 00:00:00",,"40-07200        ","Toliet,Seat (white)"
167     ,,"lem5",1,"XLegacyX",1,1,"2003-11-11 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1593    ,,"lem5",1,"XLegacyX",8.55,8.55,"2004-02-04 00:00:00",,"40-07200        ","Toliet,Seat (white)"
129     ,,"lem5",2,"XLegacyX",1,2,"2003-11-07 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1160    ,,"lem5",1,"XLegacyX",8.55,8.55,"2004-01-08 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1152    ,,"lem5",10,"XLegacyX",8.55,85.5,"2004-01-07 00:00:00",,"40-07200        ","Toliet,Seat (white)"
680     ,,"dom3",60,"XLegacyX",8.55,513,"2003-12-12 00:00:00",,"40-07200        ","Toliet,Seat (white)"
3857    ,,"dom3",60,"XLegacyX",1,60,"2005-02-14 00:00:00",,"40-07200        ","Toliet,Seat (white)"
4578    ,,"dom3",60,"XLegacyX",1,60,"2005-07-11 00:00:00",,"40-07200        ","Toliet,Seat (white)"
6872    ,,"dom3",60,"XLegacyX",1,60,"2006-10-03 00:00:00",,"40-07200        ","Toliet,Seat (white)"
3281    ,,"dom3",60,"XLegacyX",1,60,"2004-11-05 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1128    ,,"lem5",3,"XLegacyX",8.55,25.65,"2004-01-06 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1081    ,,"dom3",60,"XLegacyX",1,60,"2003-12-30 00:00:00",,"40-07200        ","Toliet,Seat (white)"
923     ,,"lem5",1,"XLegacyX",8.55,8.55,"2003-12-16 00:00:00",,"40-07200        ","Toliet,Seat (white)"
606     ,,"lem5",3,"XLegacyX",8.55,25.65,"2003-12-05 00:00:00",,"40-07200        ","Toliet,Seat (white)"
653     ,,"lem5",1,"XLegacyX",8.55,8.55,"2003-12-10 00:00:00",,"40-07200        ","Toliet,Seat (white)"
660     ,,"lem5",1,"XLegacyX",8.55,8.55,"2003-12-10 00:00:00",,"40-07200        ","Toliet,Seat (white)"
474     ,,"lem5",2,"XLegacyX",8.55,17.1,"2003-11-25 00:00:00",,"40-07200        ","Toliet,Seat (white)"
439     ,,"lem5",1,"XLegacyX",8.55,8.55,"2003-11-24 00:00:00",,"40-07200        ","Toliet,Seat (white)"
378     ,,"lem5",1,"XLegacyX",8.55,8.55,"2003-11-18 00:00:00",,"40-07200        ","Toliet,Seat (white)"
146     ,,"lem5",6,"XLegacyX",1,6,"2003-11-10 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1673    ,,"lem5",1,"XLegacyX",8.55,8.55,"2004-02-10 00:00:00",,"40-07200        ","Toliet,Seat (white)"
2485    ,,"dom3",60,"XLegacyX",1,60,"2004-06-23 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1810    ,,"dom3",60,"XLegacyX",8.55,513,"2004-03-03 00:00:00",,"40-07200        ","Toliet,Seat (white)"
4304    ,,"dom3",60,"XLegacyX",1,60,"2005-05-09 00:00:00",,"40-07200        ","Toliet,Seat (white)"
3464    ,,"dom3",60,"XLegacyX",1,60,"2004-12-08 00:00:00",,"40-07200        ","Toliet,Seat (white)"
3033    ,,"dom3",60,"XLegacyX",1,60,"2004-09-23 00:00:00",,"40-07200        ","Toliet,Seat (white)"
4012    ,,"dom3",60,"XLegacyX",1,60,"2005-03-16 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1272    ,,"lem5",4,"XLegacyX",8.55,34.2,"2004-01-15 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1202    ,,"lem5",1,"XLegacyX",8.55,8.55,"2004-01-09 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1205    ,,"lem5",1,"XLegacyX",8.55,8.55,"2004-01-12 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1353    ,,"lem5",1,"XLegacyX",8.55,8.55,"2004-01-20 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1355    ,,"lem5",1,"XLegacyX",8.55,8.55,"2004-01-20 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1192    ,,"lem5",1,"XLegacyX",8.55,8.55,"2004-01-09 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1263    ,,"lem5",1,"XLegacyX",8.55,8.55,"2004-01-14 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1637    ,,"dom3",60,"XLegacyX",1,60,"2004-02-05 00:00:00",,"40-07200        ","Toliet,Seat (white)"
492     ,,"roy4",1,"XLegacyX",8.55,8.55,"2003-12-01 00:00:00",,"40-07200        ","Toliet,Seat (white)"
491     ,,"lem5",1,"XLegacyX",8.55,8.55,"2003-12-01 00:00:00",,"40-07200        ","Toliet,Seat (white)"
2741    ,,"dom3",30,"XLegacyX",1,30,"2004-08-05 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1289    ,,"lem5",1,"XLegacyX",8.55,8.55,"2004-01-15 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1291    ,,"lem5",5,"XLegacyX",8.55,42.75,"2004-01-15 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1366    ,,"lem5",6,"XLegacyX",8.55,51.3,"2004-01-20 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1365    ,,"lem5",1,"XLegacyX",8.55,8.55,"2004-01-20 00:00:00",,"40-07200        ","Toliet,Seat (white)"
1119    ,,"lem5",3,"XLegacyX",8.55,25.65,"2004-01-06 00:00:00",,"40-07200        ","Toliet,Seat (white)"
44448   ,,"dom3",12,"Payables",8.6,103.2,"2022-01-26 00:00:00",,"40-07200        ","Toilet,Seat (white)"
43791   ,,"dom3",36,"Payables",8.6,309.6,"2021-10-19 00:00:00",,"40-07200        ","Toilet,Seat (white)"
44797   ,,"dom3",30,"Payables",8.6,258,"2022-03-14 00:00:00",,"40-07200        ","Toilet,Seat (white)"
42400   ,,"dom3",30,"Alltype Expense",0.01,0.3,"2021-04-15 00:00:00",,"40-07200        ","Toilet,Seat (white)"
45538   ,,"dom3",30,"Payables",9.37,281.1,"2022-06-28 00:00:00",,"40-07200        ","Toilet,Seat (white)"
47586   ,,"hom2",12,"CoOp-Inventory",7.88,94.56,"2023-04-13 00:00:00","04/18/2023 00:00:00","40-07200        ","Toilet,Seat (white)"
48394   ,,"hom2",17,"CoOp-Inventory",7.56,128.52,"2023-08-15 00:00:00","08/16/2023 00:00:00","40-07200        ","Toilet,Seat (white)"
47908   ,,"hom2",12,"CoOp-Inventory",7.88,94.56,"2023-05-25 00:00:00",,"40-07200        ","Toilet,Seat (white)"
48015   ,,"durts10",12,"CoOp-Inventory",13.99,167.88,"2023-06-14 00:00:00","07/05/2023 00:00:00","40-07200        ","Toilet,Seat (white)"
48176   ,,"cro1",2,"CoOp-Inventory",57.46,114.92,"2023-07-12 00:00:00","07/12/2023 00:00:00","40-07300        ","Twine, 10 LB-POLY"
43103   ,,"dom3",24,"Payables",0.01,0.24,"2021-07-14 00:00:00",,"40-07300        ","Twine, 5lb ball"
44797   ,,"dom3",5,"Payables",28.68,143.4,"2022-03-14 00:00:00",,"40-07300        ","Twine, 5lb ball"
1973    ,,"dom3",60,"XLegacyX",1,60,"2004-03-30 00:00:00",,"40-07300        ","Twine, 5lb ball"
503     ,,"lem5",1,"XLegacyX",7.1,7.1,"2003-12-01 00:00:00",,"40-07300        ","Twine, 5lb ball"
1626    ,,"lem5",1,"XLegacyX",7.1,7.1,"2004-02-05 00:00:00",,"40-07300        ","Twine, 5lb ball"
1663    ,,"lem5",1,"XLegacyX",7.1,7.1,"2004-02-10 00:00:00",,"40-07300        ","Twine, 5lb ball"
1184    ,,"lem5",1,"XLegacyX",7.1,7.1,"2004-01-08 00:00:00",,"40-07300        ","Twine, 5lb ball"
1185    ,,"lem5",1,"XLegacyX",7.1,7.1,"2004-01-08 00:00:00",,"40-07300        ","Twine, 5lb ball"
1186    ,,"lem5",1,"XLegacyX",7.1,7.1,"2004-01-08 00:00:00",,"40-07300        ","Twine, 5lb ball"
1347    ,,"lem5",2,"XLegacyX",7.1,14.2,"2004-01-20 00:00:00",,"40-07300        ","Twine, 5lb ball"
1441    ,,"lem5",1,"XLegacyX",7.1,7.1,"2004-01-26 00:00:00",,"40-07300        ","Twine, 5lb ball"
1555    ,,"lem5",1,"XLegacyX",7.1,7.1,"2004-01-30 00:00:00",,"40-07300        ","Twine, 5lb ball"
1620    ,,"lem5",2,"XLegacyX",7.1,14.2,"2004-02-05 00:00:00",,"40-07300        ","Twine, 5lb ball"
3857    ,,"dom3",60,"XLegacyX",1,60,"2005-02-14 00:00:00",,"40-07300        ","Twine, 5lb ball"
3033    ,,"dom3",40,"XLegacyX",1,40,"2004-09-23 00:00:00",,"40-07300        ","Twine, 5lb ball"
515     ,,"lem5",1,"XLegacyX",7.1,7.1,"2003-12-01 00:00:00",,"40-07300        ","Twine, 5lb ball"
948     ,,"lem5",4,"XLegacyX",7.1,28.4,"2003-12-17 00:00:00",,"40-07300        ","Twine, 5lb ball"
1014    ,,"lem5",1,"XLegacyX",7.1,7.1,"2003-12-23 00:00:00",,"40-07300        ","Twine, 5lb ball"
1217    ,,"lem5",2,"XLegacyX",7.1,14.2,"2004-01-12 00:00:00",,"40-07300        ","Twine, 5lb ball"
6453    ,,"dom3",30,"XLegacyX",1,30,"2006-07-12 00:00:00",,"40-07300        ","Twine, 5lb ball"
4578    ,,"dom3",30,"XLegacyX",1,30,"2005-07-11 00:00:00",,"40-07300        ","Twine, 5lb ball"
425     ,,"lem5",2,"XLegacyX",7.1,14.2,"2003-11-24 00:00:00",,"40-07300        ","Twine, 5lb ball"
954     ,,"lem5",2,"XLegacyX",7.1,14.2,"2003-12-17 00:00:00",,"40-07300        ","Twine, 5lb ball"
350     ,,"lem5",1,"XLegacyX",7.1,7.1,"2003-11-17 00:00:00",,"40-07300        ","Twine, 5lb ball"
465     ,,"lem5",12,"XLegacyX",1.4,16.8,"2003-11-25 00:00:00",,"40-07400        ","Vacumm Breakers, rubber c+d"
6661    ,,"dom3",40,"XLegacyX",1,40,"2006-08-28 00:00:00",,"40-07400        ","Vacumm Breakers, rubber c+d"
5737    ,,"dom3",30,"XLegacyX",1,30,"2006-03-01 00:00:00",,"40-07400        ","Vacumm Breakers, rubber c+d"
1096    ,,"lem5",6,"XLegacyX",1.4,8.4,"2004-01-05 00:00:00",,"40-07400        ","Vacumm Breakers, rubber c+d"
4526    ,,"dom3",50,"XLegacyX",2.95,147.5,"2005-06-29 00:00:00",,"40-07400        ","Vacumm Breakers, rubber c+d"
1810    ,,"dom3",60,"XLegacyX",1.4,84,"2004-03-03 00:00:00",,"40-07400        ","Vacumm Breakers, rubber c+d"
1663    ,,"lem5",12,"XLegacyX",1.4,16.8,"2004-02-10 00:00:00",,"40-07400        ","Vacumm Breakers, rubber c+d"
42113   ,,"dom3",96,"Alltype Expense",0.01,0.96,"2021-03-15 00:00:00",,"40-07400        ","Vacumm Breakers, rubber c+d"
48647   ,,"hom2",3,"Maintenance-Inventory",6.48,19.44,"2023-09-26 00:00:00","09/28/2023 00:00:00","40-07670        ","Glue, Gorilla Glue All Purpose  4oz"
598     ,,"lem5",12,"XLegacyX",1.1,13.2,"2003-12-05 00:00:00",,"40-07800        ","Window, Bottem Slide"
233     ,,"lem5",2,"XLegacyX",2.39,4.78,"2003-11-13 00:00:00",,"40-08000        ","Weather, Strip tape roll 1 pack"
1185    ,,"lem5",3,"XLegacyX",2.39,7.17,"2004-01-08 00:00:00",,"40-08000        ","Weather, Strip tape roll 1 pack"
1101    ,,"lem5",2,"XLegacyX",2.39,4.78,"2004-01-05 00:00:00",,"40-08000        ","Weather, Strip tape roll 1 pack"
922     ,,"lem5",1,"XLegacyX",2.39,2.39,"2003-12-16 00:00:00",,"40-08000        ","Weather, Strip tape roll 1 pack"
593     ,,"lem5",2,"XLegacyX",2.39,4.78,"2003-12-05 00:00:00",,"40-08000        ","Weather, Strip tape roll 1 pack"
5737    ,,"dom3",30,"XLegacyX",1,30,"2006-03-01 00:00:00",,"40-08000        ","Weather, Strip tape roll 1 pack"
425     ,,"lem5",3,"XLegacyX",2.39,7.17,"2003-11-24 00:00:00",,"40-08000        ","Weather, Strip tape roll 1 pack"
670     ,,"lem5",3,"XLegacyX",2.39,7.17,"2003-12-11 00:00:00",,"40-08000        ","Weather, Strip tape roll 1 pack"
350     ,,"lem5",5,"XLegacyX",2.39,11.95,"2003-11-17 00:00:00",,"40-08000        ","Weather, Strip tape roll 1 pack"
5336    ,,"kir1",30,"XLegacyX",1,30,"2005-12-15 00:00:00",,"40-08100        ","Window Cam, Blue Piviot  Lock"
598     ,,"lem5",12,"XLegacyX",2,24,"2003-12-05 00:00:00",,"40-08100        ","Window Cam, Blue Piviot  Lock"
598     ,,"lem5",13,"XLegacyX",2.6,33.8,"2003-12-05 00:00:00",,"40-08200        ","Window, Cast Piviot lock"
5336    ,,"kir1",30,"XLegacyX",1,30,"2005-12-15 00:00:00",,"40-08200        ","Window, Cast Piviot lock"
6388    ,,"kir1",30,"XLegacyX",1,30,"2006-06-22 00:00:00",,"40-08300        ","Window, Center Lock"
305     ,,"lem5",12,"XLegacyX",1.79,21.48,"2003-11-15 00:00:00",,"40-08300        ","Window, Center Lock"
536     ,,"lem5",6,"XLegacyX",1.79,10.74,"2003-12-02 00:00:00",,"40-08300        ","Window, Center Lock"
464     ,,"lem5",12,"XLegacyX",1.79,21.48,"2003-11-25 00:00:00",,"40-08300        ","Window, Center Lock"
2278    ,,"kir1",50,"XLegacyX",1,50,"2004-05-19 00:00:00",,"40-08300        ","Window, Center Lock"
3434    ,,"kir1",50,"XLegacyX",1,50,"2004-12-02 00:00:00",,"40-08300        ","Window, Center Lock"
149     ,,"lem5",10,"XLegacyX",1.19,11.9,"2003-11-10 00:00:00",,"40-08300        ","Window, Center Lock"
4662    ,,"kir1",50,"XLegacyX",1,50,"2005-07-29 00:00:00",,"40-08300        ","Window, Center Lock"
4260    ,,"kir1",50,"XLegacyX",1,50,"2005-05-02 00:00:00",,"40-08300        ","Window, Center Lock"
1974    ,,"kir1",50,"XLegacyX",1,50,"2004-03-30 00:00:00",,"40-08300        ","Window, Center Lock"
1665    ,,"lem5",12,"XLegacyX",2.7,32.4,"2004-02-10 00:00:00",,"40-08300        ","Window, Center Lock"
47111   ,,"cen1",5,"Payables",4.49,22.45,"2023-02-10 00:00:00","02/10/2023 00:00:00","40-08300        ","Window, Center Lock"
598     ,,"lem5",12,"XLegacyX",1,12,"2003-12-05 00:00:00",,"40-08350        ","Window Handle"
5336    ,,"kir1",30,"XLegacyX",1,30,"2005-12-15 00:00:00",,"40-08350        ","Window Handle"
47979   ,,"hom2",6,"CoOp-Inventory",13.78,82.68,"2023-06-07 00:00:00","06/22/2023 00:00:00","40-08360        ","CLOROX WIPES 3 PACK
75/CONT."
48143   ,,"hom2",8,"CoOp-Inventory",13.5,108,"2023-07-06 00:00:00","07/07/2023 00:00:00","40-08360        ","CLOROX WIPES 3 PACK
75/CONT."
1898    ,,"cro1",1,"XLegacyX",1,1,"2004-03-17 00:00:00",,"40-08375        ","Wire Ties(compactor 9"
42739   ,,"cro1",5,"Alltype Expense",0.01,0.05,"2021-05-26 00:00:00",,"40-08375        ","Wire Ties(compactor 9"
6247    ,,"cro1",1,"XLegacyX",1,1,"2006-05-30 00:00:00",,"40-08375        ","Wire Ties(compactor 9"
4576    ,,"cro1",1,"XLegacyX",1,1,"2005-07-11 00:00:00",,"40-08375        ","Wire Ties(compactor 9"
1743    ,,"dom3",5,"XLegacyX",1,5,"2004-02-19 00:00:00",,"40-08400        ","Wringler, 26 QT pail"
4861    ,,"dom3",8,"XLegacyX",1,8,"2005-09-09 00:00:00",,"40-08400        ","Wringler, 26 QT pail"
5599    ,,"dom3",12,"XLegacyX",1,12,"2006-01-30 00:00:00",,"40-08400        ","Wringler, 26 QT pail"
6382    ,,"cro1",10,"XLegacyX",1,10,"2006-06-22 00:00:00",,"40-08400        ","Wringler, 26 QT pail"
6955    ,,"dom3",10,"XLegacyX",1,10,"2006-10-17 00:00:00",,"40-08400        ","Wringler, 26 QT pail"
463     ,,"lem5",1,"XLegacyX",66.75,66.75,"2003-11-25 00:00:00",,"40-08400        ","Wringler, 26 QT pail"
314     ,,"lem5",1,"XLegacyX",66.75,66.75,"2003-11-15 00:00:00",,"40-08400        ","Wringler, 26 QT pail"
4128    ,,"dom3",5,"XLegacyX",1,5,"2005-04-11 00:00:00",,"40-08400        ","Wringler, 26 QT pail"
4526    ,,"dom3",8,"XLegacyX",49.98,399.84,"2005-06-29 00:00:00",,"40-08400        ","Wringler, 26 QT pail"
3033    ,,"dom3",4,"XLegacyX",1,4,"2004-09-23 00:00:00",,"40-08400        ","Wringler, 26 QT pail"
3857    ,,"dom3",5,"XLegacyX",1,5,"2005-02-14 00:00:00",,"40-08400        ","Wringler, 26 QT pail"
2365    ,,"dom3",3,"XLegacyX",1,3,"2004-06-04 00:00:00",,"40-08400        ","Wringler, 26 QT pail"
1573    ,,"lem5",1,"XLegacyX",66.75,66.75,"2004-02-03 00:00:00",,"40-08400        ","Wringler, 26 QT pail"
43241   ,,"cro1",10,"Payables",76.68,766.8,"2021-08-04 00:00:00",,"40-08400        ","Wringer, 35 QT pail"
44239   ,,"dom3",10,"Payables",64.7,647,"2021-12-21 00:00:00",,"40-08400        ","Wringer, 35 QT pail"
1973    ,,"dom3",5,"XLegacyX",1,5,"2004-03-30 00:00:00",,"40-08400        ","Wringler, 26 QT pail"
48647   ,,"hom2",8,"Maintenance-Inventory",12.99,103.92,"2023-09-26 00:00:00","09/28/2023 00:00:00","40-08837        ","Rodent, Pest blocking foam 12oz   
Seals gaps 1""-3"" / Color Gray"
48647   ,,"hom2",5,"Maintenance-Inventory",11.48,57.4,"2023-09-26 00:00:00","09/28/2023 00:00:00","40-09937        ","Glue, DAP contact cement 3oz"
48554   ,,"cen1",2,"CoOp-Inventory",17.99,35.98,"2023-09-12 00:00:00","09/12/2023 00:00:00","50-00100        ","Cement, Portland  (94 lb Bags)"
47480   ,466312  ,"cen1",1,"Maintenance-COGS",15,15,"2023-03-29 00:00:00","05/03/2023 00:00:00","50-00100        ","Cement, Portland  (94 lb Bags)"
1287    ,,"lem5",1,"XLegacyX",6.99,6.99,"2004-01-15 00:00:00",,"50-00100        ","Cement, Portland  (94 lb Bags)"
1626    ,,"lem5",1,"XLegacyX",9.4,9.4,"2004-02-05 00:00:00",,"50-00100        ","Cement, Portland  (94 lb Bags)"
41727   ,416299  ,"tif1",10,"Alltype Expense",19.49,194.9,"2021-02-04 00:00:00",,"50-00100        ","Cement, Portland  (94 lb Bags)"
41728   ,416275  ,"tif1",5,"Alltype Expense",19.49,97.45,"2021-02-04 00:00:00",,"50-00100        ","Cement, Portland  (94 lb Bags)"
103     ,,"lem5",1,"XLegacyX",1,1,"2003-11-06 00:00:00",,"50-00100        ","Cement, Portland  (94 lb Bags)"
336     ,,"lem5",2,"XLegacyX",9.4,18.8,"2003-11-17 00:00:00",,"50-00100        ","Cement, Portland  (94 lb Bags)"
46670   ,,"rit1",1,"Payables",17.95,17.95,"2022-12-14 00:00:00","01/04/2023 00:00:00","50-00100        ","Cement, Portland  (94 lb Bags)"
1047    ,,"lem5",2,"XLegacyX",6.99,13.98,"2003-12-23 00:00:00",,"50-00100        ","Cement, Portland  (94 lb Bags)"
1148    ,,"lem5",2,"XLegacyX",6.99,13.98,"2004-01-07 00:00:00",,"50-00100        ","Cement, Portland  (94 lb Bags)"
47463   ,465998  ,"cen1",6,"Maintenance-COGS",10.79,64.74,"2023-03-28 00:00:00","03/28/2023 00:00:00","50-00125        ","CEMENT/SAND MIX 80LB"
47585   ,,"hom2",2,"Maintenance-Inventory",3.83,7.66,"2023-04-13 00:00:00","04/18/2023 00:00:00","50-00125        ","CEMENT/SAND MIX 80LB"
47392   ,466257  ,"cen1",5,"Maintenance-COGS",10.79,53.95,"2023-03-20 00:00:00","03/20/2023 00:00:00","50-00125        ","CEMENT/SAND MIX 80LB"
48725   ,,"hom2",20,"Maintenance-Inventory",4.62,92.4,"2023-10-09 00:00:00","10/09/2023 00:00:00","50-00125        ","CEMENT/SAND MIX 80LB DIRECT DELIVET"
1410    ,,"lem5",5,"XLegacyX",1,5,"2004-01-22 00:00:00",,"50-00150        ","Dash Patch ( 50 lb Bags)"
1163    ,,"lem5",1,"XLegacyX",14,14,"2004-01-08 00:00:00",,"50-00150        ","Dash Patch ( 50 lb Bags)"
1149    ,,"lem5",3,"XLegacyX",3.99,11.97,"2004-01-07 00:00:00",,"50-00175        ","Gravel"
